invoice_number,voucher_number,voucher_type,invoice_date,due_date,financial_year,payment_status,payment_mode,credit_period,debit_amount,credit_amount,outstanding_balance,gst_number,gst_type,state,tax_amount,discount_,currency,hospital_name,hospital_type,doctor_name,doctor_specialty,surgeon_id,hospital_gst,city,territory,sales_executive,distributor_name,branch,product_name,product_category,implant_type,batch_number,lot_number,udi_code,serial_number,sterilization_status,expiry_date,manufacturing_date,quantity,unit,rate,mrp,surgery_type,implant_material,brand,warehouse,dispatch_date,delivery_status,courier_partner,stock_availability,reorder_level,inventory_balance,return_status,narration,export_note,primary_key
inv/1055,VCH1055,Sales Return,2025-11-06,2025-12-06,2025-26,Partially Paid,Bank Transfer,30,174640.0,174640.0,0.0,29CCCDD3456H1Z3,IGST,Maharashtra,26640.0,0 %,INR,SPINE AND JOINT INSTITUTE,Orthopedic Clinic,dr. p. nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Ahmedabad,Central,Rahul Mehta,ORTHO DISTRIBUTORS,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B3605-B,L36707,UDI-983981-C,SN372871,Sterile,24-04-2028,45907,8,PCS,18500,"20,350.00",Fracture Fixation,Stainless Steel,OSM,Pune WH,09 Nov 2025,Delivered,Professional Couriers,Reserved,10,5,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Text numeric field,8767683ea81f2350afc1f47c10e35fff
inv/1055,VCH1055,Sales,2025-11-06,2025-11-21,2025-26,Adjusted,RTGS,30,24937.5,24937.5,12468.75,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,1187.5,5%,Rs.,Ortho Care Center,Orthopedic Clinic,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Pune,Central,Rahul Mehta,Ortho Distributors Pvt Ltd,South-1,Locking Plate,Orthopedic Implant,Plate,B1515-A,L54932,UDI-413267-A,SN287356,Non-Sterile,46867,2025/10/07,1,Pieces,25000,27500.00,Open Reduction,Titanium,SpinePro,Ahmedabad WH,09-11-2025,In Transit,DTDC,Low Stock,10,20,No,"Revised invoice after doctor change,
please verify branch mapping",Text numeric field,a68084ac1b324214e0c066ec179b79e0
INV/1056,VCH1056,Sales Return,2025-01-13,2025-03-14,2024-25,Pending,Cheque,15,11044.8,11044.8,11044.8,27AAACT1234F1Z5,CGST+SGST,Gujarat,1684.8,2.5 %,Rs.,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Mumbai,West-1,S. Joshi,Ortho Distributors Pvt Ltd,S-1,External Fixator,Trauma Fixation,Fixator,B7714-B,L89152,UDI-135399-C,SN365356,Sterile,03-01-2027,45550,4,Box,"₹2,400.00","2,760.00",Trauma Stabilization,Aluminium,TraumaFix,Nagpur WH,45673,Delivered,DTDC,In Stock,25,20,No,Credit note adjustment for return batch,Trailing space preserved,b3e91a1ebb5d470d2e47f4e3eb700c50
INV/1056,VCH1056,Sales,2025-01-13,2025-01-28,2024-25,Adjusted,cash,15,10080.0,10080.0,5040.0,29CCCDD3456H1Z3,GST,Gujarat,1080.0,0.00,INR,trauma one pvt ltd,Trauma Center,dr rajesh kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Nagpur,South,S. Joshi,Ortho Distributors,WEST 1,Spinal Rod,Spinal Implant,Rod,B3147-B,L14850,UDI-104872-B,SN398179,Non-Sterile,46035,45550,2,Box,4500,4950.00,Spine Stabilization,Titanium Alloy,JointMax,Mumbai WH-2,2025/01/15,Partially Delivered,Delhivery,In Stock,10,0,nan,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Mixed date style,3adcabefb0ca02f861875b6c06edee56
INV/1056,VCH1056,Sales Return,2025-01-13,2025-01-28,2024-25,Adjusted,UPI,15,1246.88,1246.88,623.44,27AAACT1234F1Z5,IGST,Maharashtra,59.38,5%,Rs.,Ortho Care Centre,Orthopedic Clinic,Dr Rajesh Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Pune,South-1,A. Verma,Trauma Supplies,South-1,External Fixator,Trauma Fixation,Fixator,B8320-C,L26039,UDI-991450-B,SN767841,Sterile,2027/01/03,14 Dec 2024,1,Box,"₹1,250.00","1,500.00",Trauma Stabilization,Aluminium,JointMax,Mumbai WH,15 Jan 2025,Partially Delivered,Blue Dart,Low Stock,25,20,nan,Credit note adjustment for return batch,Trailing space preserved,48395682a83df4a1aefb3706f553f689
INV/1056,VCH1056,Sales Return,2025-01-13,2025-02-12,2024-25,Adjusted,cash,60,9576.0,9576.0,7182.0,24BBBCD2345G1Z2,GST,Karnataka,1026.0,5,INR,Apex Hospital,Multi-Specialty Hospital,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Thane,South-1,R. Mehta,ORTHO DISTRIBUTORS,Central-1,Locking Plate,Orthopedic Implant,Plate,B4064-B,L13746,UDI-352248-A,SN583232,Non-Sterile,46035,2024/11/14,2 PCS,BOX,4500,5400.00,Open Reduction,Titanium,BoneLock,Mumbai WH,2025/01/16,In Transit,Blue Dart,In Stock,5,3,No,Freight included; round-off applied,Trailing space preserved,faded09225401c74d80b5df863353ae0
INV/1057,VCH1057,Sales,2024-07-27,2024-08-26,2024-25,Partially Paid,RTGS,30,3572.1,3572.1,2679.07,24BBBCD2345G1Z2,GST,Gujarat,170.1,10,Rs.,Apex Hospital,Multi-Specialty Hospital,DR NISHA PATEL,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Mumbai,West-1,R. Mehta,Trauma Supplies,WEST 1,Spinal Rod,Spinal Implant,Rod,B4032-C,L91542,UDI-869531-A,SN198820,Non-Sterile,2027/01/13,29-03-2024,2,BOX,"1,890.00",2173.50,Spine Stabilization,Titanium Alloy,BoneLock,Pune WH,30-07-2024,Partially Delivered,DTDC,Reserved,10,30,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Alias master matched,1068fef88c9df4fd47bf1dc2923a952a
inv/1057,VCH1057,Sales Return,2024-07-27,2024-09-10,2024-25,Adjusted,Cash,45,49728.0,49728.0,37296.0,29CCCDD3456H1Z3,GST,Maharashtra,5328.0,7.5%,Rs.,Apex Hospital,Multi-Specialty Hospital,dr a. sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Thane,Central,Rahul Mehta,Ortho Distributors,W1,Locking Plate,Orthopedic Implant,Plate,B1339-A,L63781,UDI-383049-C,SN644534,Sterile,46220,29 Mar 2024,4 PCS,pcs,"₹12,000.00","₹13,800.00",Open Reduction,Titanium,BoneLock,Mumbai WH-2,2024/07/29,Hold,Delhivery,In Stock,5,0,No,Exported from Tally	with master alias,Trailing space preserved,7ee4097e571cf38ff8641d2d73428b4c
INV/1058,VCH1058,Sales,2025-08-24,2025-09-08,2025-26,Partially Paid,UPI,60,10214.4,10214.4,0.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,1094.4,0.05,Rs.,Spine & Joint Institute,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Ahmedabad,South,Sneha Joshi,Ortho Distributors Pvt Ltd,W1,External Fixator,Trauma Fixation,Fixator,B5641-C,L97205,UDI-363647-A,SN467230,Sterile,10-02-2028,25-07-2025,4 PCS,Box,2400,"₹2,880.00",Trauma Stabilization,Aluminium,OrthoFlex,Mumbai WH,2025/08/26,Partially Delivered,TCS,In Stock,20,15,No,Part payment received; balance pending,Trailing space preserved,1611eb7fcad7ac76705ea0d17dd1241b
INV/1058,VCH1058,Sales Return,2025-08-24,2025-10-23,2025-26,Adjusted,Bank Transfer,15,35936.25,35936.25,35936.25,24BBBCD2345G1Z2,CGST+SGST,Gujarat,1711.25,7.5 %,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr P Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Surat,South,Amit Verma,Trauma Supplies LLP,West-1,External Fixator,Trauma Fixation,Fixator,B4975-C,L77135,UDI-745092-B,SN924843,Sterile,10-02-2028,26 May 2025,2,Pieces,18500,22200,Trauma Stabilization,Aluminium,OrthoFlex,Mumbai WH-2,45895,In Transit,Delhivery,In Stock,20,20,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Text numeric field,4031d85818e71e59a9c50b3158f16607
INV/1058,VCH1058,Sales,2025-08-24,2025-09-23,2025-26,Pending,Bank Transfer,60,47250.0,47250.0,35437.5,27AAACT1234F1Z5,CGST/SGST,Karnataka,2250.0,0,INR,Apex Hospital,Multi-Specialty Hospital,dr p nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Mumbai,South-1,Sneha Joshi,Trauma Supplies,South-1,External Fixator,Trauma Fixation,Fixator,B4849-C,L44114,UDI-607216-A,SN960116,STERILE,15-02-2027,25 Jul 2025,10,Box,"4,500.00",5175.00,Trauma Stabilization,Aluminium,BoneLock,Ahmedabad WH,45893,Delivered,Delhivery,Reorder,5,5,Pending,"Part payment received; balance pending, ref=""INV/1058""",Alias master matched,bbd5909c3aa901e51a854bbeff019a9c
INV/1059,VCH1059,Payment,2024-08-21,2024-10-05,2024-25,Partially Paid,UPI,60,25488.0,25488.0,19116.0,27AAACT1234F1Z5,GST,Gujarat,3888.0,0.10,Rs.,Spine & Joint Institute,Orthopedic Clinic,DR. R. KULKARNI,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Ahmedabad,Central,A. Verma,Trauma Supplies,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B7168-B,L89408,UDI-980096-C,SN607243,Sterile,2026/02/12,2024/07/22,2,pcs,"₹12,000.00",14400,Open Reduction,Titanium,JointMax,Pune WH,24-08-2024,Partially Delivered,DTDC,In Stock,10,5,No,"Dispatch against PO; follow-up due on next cycle, ref=""INV/1059""	tabbed-remark",Unicode NBSP present,611dbce05065cd0b4b72c8fb90cb8d63
INV/1059,VCH1059,Payment,2024-08-21,2024-10-20,2024-25,Partially Paid,Bank Transfer,15,9828.0,9828.0,9828.0,24BBBCD2345G1Z2,IGST,Maharashtra,1053.0,2.5,Rs.,APEX HOSPITAL LTD.,Multi-Specialty Hospital,Dr P Nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Mumbai,South-1,Rahul Mehta,Trauma Supplies LLP,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B6891-B,L84487,UDI-949355-A,SN105490,Sterile,12-02-2026,22 Jun 2024,2 PCS,Box,"₹4,500.00","₹5,400.00",Arthroplasty,Cobalt Chrome,OSM,Pune Main,23-08-2024,Delivered,Delhivery,Low Stock,10,5,No,"Exported from Tally	with master alias, ref=""INV/1059""",Mixed date style,f783ab39ff14cc2abea67d4f284a3dc9
INV/1059,VCH1059,Sales,2024-08-21,2024-09-05,2024-25,Paid,Bank Transfer,60,14735.25,14735.25,14735.25,27AAACT1234F1Z5,GST,Maharashtra,2247.75,7.5 %,INR,apex hospital ltd.,Multi-Specialty Hospital,DR. NISHA PATEL,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Mumbai,WEST 1,A. Verma,ORTHO DISTRIBUTORS,CENTRAL 1,External Fixator,Trauma Fixation,Fixator,B4860-B,L19556,UDI-894133-C,SN165356,Non-Sterile,21 Aug 2025,45435,2,Box,6750,"7,762.50",Trauma Stabilization,Aluminium,JointMax,Mumbai WH,2024/08/24,Delivered,Blue Dart,Reserved,25,20,Yes,Freight included; round-off applied,Alias master matched,8f42cdb49ead69b63bb9bba52a830925
INV/1059,VCH1059,Sales,2024-08-21,2024-10-05,2024-25,Partially Paid,cash,45,29500.0,29500.0,0.0,27AAACT1234F1Z5,CGST/SGST,Gujarat,4500.0,0,Rs.,TRAUMA ONE PVT LTD,Trauma Center,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Nagpur,West,Amit Verma,Ortho Distributors Pvt Ltd,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B5094-A,L20041,UDI-940713-A,SN854793,Sterile,46425,2024/05/23,1,PCS,25000.00,30000,Fracture Fixation,Stainless Steel,OrthoFlex,Ahmedabad WH,22-08-2024,Hold,Delhivery,Reserved,5,5,No,Exported from Tally	with master alias,Trailing space preserved,dc3e8d14e4759f28a4f51b95eaa3c897
inv/1060,VCH1060,Sales,2025-05-26,2025-06-25,2025-26,Partially Paid,RTGS,15,10089.0,10089.0,0.0,24BBBCD2345G1Z2,CGST+SGST,Karnataka,1539.0,5 %,INR,Ortho Care Center,Orthopedic Clinic,Dr A. Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Pune,Central 1,Rahul Mehta,Ortho Distributors,South-1,Cancellous Screw,Orthopedic Implant,Screw,B5921-A,L17827,UDI-391469-C,SN502838,Sterile,17 Nov 2026,45713,2,Pieces,"₹4,500.00",5400,Fracture Fixation,Stainless Steel,JointMax,Mumbai WH,26 May 2025,In Transit,Delhivery,In Stock,25,20,Yes,Exported from Tally	with master alias,Unicode NBSP present,da8893f138796a3598f90da027e52ab6
INV/1060,VCH1060,Payment,2025-05-26,2025-07-10,2025-26,Partially Paid,cash,45,98235.0,98235.0,0.0,27AAACT1234F1Z5,CGST/SGST,Maharashtra,14985.0,10,INR,city medisurg pvt. ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,29LMNOP9012Q1Z3,Surat,Central 1,R. Mehta,Trauma Supplies LLP,Central-1,External Fixator,Trauma Fixation,Fixator,B1632-C,L45949,UDI-453928-C,SN513769,Non-Sterile,2027/11/12,45683,5 PCS,Pieces,18500.00,"₹20,350.00",Trauma Stabilization,Aluminium,TraumaFix,Nagpur WH,45804,Delivered,Delhivery,Reserved,10,20,Yes,Exported from Tally	with master alias,Mixed date style,f782283a4b8a8c44743bd010f3b9c338
INV/1060,VCH1060,Sales,2025-05-26,2025-06-10,2025-26,Partially Paid,Cash,60,12796.88,12796.88,12796.88,24BBBCD2345G1Z2,GST,Maharashtra,609.38,2.5 %,Rs.,Apex Hospital,Multi-Specialty Hospital,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Thane,West,S. Joshi,Ortho Distributors,Central-1,External Fixator,Trauma Fixation,Fixator,B9305-B,L24835,UDI-466718-A,SN181242,Non-Sterile,2027/05/16,2025/01/26,10,Box,1250,"₹1,437.50",Trauma Stabilization,Aluminium,OSM,Nagpur WH,27-05-2025,Delivered,Professional Couriers,Reserved,25,30,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,c00e21ca75b24dc44411d59e19ecca7d
INV/1060,VCH1060,Receipt,2025-05-26,2025-06-10,2025-26,Pending,Cheque,30,26196.0,26196.0,0.0,29CCCDD3456H1Z3,CGST+SGST,Karnataka,3996.0,7.5%,₹,city medisurg,Multi-Specialty Hospital,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Surat,South-1,R. Mehta,Ortho Distributors,S-1,Bone Drill Set,Surgical Instrument,Instrument,B4982-B,L40263,UDI-407301-A,SN444650,Non-Sterile,26 May 2026,26 Jan 2025,10 PCS,BOX,2400,"2,760.00",Surgical Prep,Steel,TraumaFix,Ahmedabad WH,27-05-2025,Partially Delivered,DTDC,Low Stock,25,0,nan,Dispatch against PO; follow-up due on next cycle,Text numeric field,31d96fc7c8929274a318ac91734ebbf5
INV/1061,VCH1061,Sales,2024-09-18,2024-11-17,2024-25,Adjusted,Bank Transfer,60,262500.0,262500.0,262500.0,24BBBCD2345G1Z2,GST,Maharashtra,12500.0,0.00,INR,Trauma One Pvt Ltd,Trauma Center,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Nagpur,South,R. Mehta,Trauma Supplies,Central-1,External Fixator,Trauma Fixation,Fixator,B2765-C,L15929,UDI-964776-B,SN720209,Sterile,18 Sep 2025,20 Jul 2024,10,PCS,25000.00,30000.00,Trauma Stabilization,Aluminium,BoneLock,Mumbai WH-2,18 Sep 2024,Partially Delivered,Blue Dart,In Stock,20,8,Yes,"Exported from Tally	with master alias, ref=""INV/1061""",Trailing space preserved,47ac4108089332b974a2a71b7fbb2dc2
INV/1061,VCH1061,Sales,2024-09-18,2024-11-02,2024-25,Pending,UPI,45,4911.75,4911.75,2455.88,27AAACT1234F1Z5,GST,Gujarat,749.25,0.07,₹,Trauma One,Trauma Center,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,South,R. Mehta,Ortho Distributors,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B3310-A,L37111,UDI-342928-C,SN392163,Sterile,08-09-2026,45463,1,Box,"₹4,500.00","5,400.00",Fracture Fixation,Stainless Steel,JointMax,Pune WH,45553,Partially Delivered,DTDC,Reserved,20,3,No,Part payment received; balance pending,Mixed date style,7c48b82ce3bee0d1cad75f199b9a7e8e
INV/1062,VCH1062,Payment,2025-09-02,2025-09-17,2025-26,Pending,cash,45,18852.75,18852.75,18852.75,29CCCDD3456H1Z3,IGST,Gujarat,897.75,5%,₹,ortho care center,Orthopedic Clinic,DR P NAIR,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Pune,South,Amit Verma,Trauma Supplies,CENTRAL 1,Bone Drill Set,Surgical Instrument,Instrument,B4065-C,L75106,UDI-258789-B,SN953403,Sterile,46267,04-07-2025,10,Pieces,1890,"₹2,268.00",Surgical Prep,Steel,OrthoFlex,Pune WH,45904,Delivered,Delhivery,Reorder,20,8,Pending,Approved by store; udi matched,Text numeric field,17e3afc334a3d8eb03af6b7f1b827d93
INV/1062,VCH1062,Payment,2025-09-02,2025-10-17,2025-26,Partially Paid,NEFT,60,194250.0,194250.0,97125.0,24BBBCD2345G1Z2,CGST+SGST,Karnataka,9250.0,0 %,Rs.,spine & joint institute,Orthopedic Clinic,DR RAJESH KULKARNI,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Ahmedabad,Central 1,S. Joshi,Ortho Distributors Pvt Ltd,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B4524-B,L17969,UDI-405062-B,SN632139,Sterile,19 Feb 2028,04 Jun 2025,10,Box,"₹18,500.00",21275,Fracture Fixation,Stainless Steel,TraumaFix,Ahmedabad WH,2025/09/02,In Transit,Professional Couriers,Low Stock,5,20,No,"Part payment received; balance pending
Export note retained as multiline remark",Text numeric field,61c9429d0f06c1cf070050075f840cd0
INV/1062,VCH1062,Sales Return,2025-09-02,2025-10-02,2025-26,Adjusted,cash,15,20709.0,20709.0,20709.0,24BBBCD2345G1Z2,IGST,Maharashtra,3159.0,2.5%,INR,apex hospital,Multi-Specialty Hospital,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Mumbai,West,Amit Verma,Ortho Distributors,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B3571-B,L49513,UDI-929783-B,SN144339,Sterile,46622,2025/07/04,4,PCS,"₹4,500.00",4950,Fracture Fixation,Stainless Steel,OrthoFlex,Mumbai WH,45904,Delivered,Professional Couriers,Reserved,25,0,Pending,"Revised invoice after doctor change,
please verify branch mapping",Unicode NBSP present,15ab9406bc15558f8aff564c40f0e464
INV/1063,VCH1063,Sales,2024-11-14,2025-01-13,2024-25,Pending,Bank Transfer,15,17482.5,17482.5,8741.25,24BBBCD2345G1Z2,IGST,Gujarat,832.5,7.5%,INR,Spine And Joint Institute,Orthopedic Clinic,dr. r. kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Ahmedabad,WEST 1,A. Verma,Trauma Supplies LLP,South-1,Knee Prosthesis,Joint Replacement,Prosthesis,B2562-C,L32184,UDI-949011-C,SN187697,Sterile,03 May 2027,15-10-2024,4,pcs,"₹4,500.00",5400.00,Arthroplasty,Cobalt Chrome,SpinePro,Mumbai WH-2,45612,Partially Delivered,Delhivery,Reorder,5,8,No,Approved by store; udi matched,Mixed date style,049802a26294c15e44a167a26ec91fb3
INV/1063,VCH1063,Sales,2024-11-14,2024-11-29,2024-25,Pending,Bank Transfer,60,17257.5,17257.5,0.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,2632.5,2.5%,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,DR. P. NAIR,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Mumbai,Central,R. Mehta,ORTHO DISTRIBUTORS,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B2926-B,L48564,UDI-518807-A,SN411166,Sterile,03-05-2027,15-09-2024,12 PCS,Pieces,"1,250.00","1,500.00",Fracture Fixation,Stainless Steel,JointMax,Mumbai WH-2,2024/11/15,Delivered,TCS,Reserved,20,20,Pending,Credit note adjustment for return batch,Alias master matched,b50702b54ee089b02f359bf6bb9c2ace
INV/1063,VCH1063,Sales Return,2024-11-14,2025-01-13,2024-25,Partially Paid,Cash,15,13650.0,13650.0,10237.5,29CCCDD3456H1Z3,IGST,Maharashtra,1462.5,2.5,Rs.,SPINE AND JOINT INSTITUTE,Orthopedic Clinic,dr meera iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Ahmedabad,Central,R. Mehta,Trauma Supplies LLP,WEST 1,Spinal Rod,Spinal Implant,Rod,B7274-B,L85452,UDI-232858-C,SN715846,Sterile,03-05-2027,16-08-2024,10,Box,"1,250.00",1375.00,Spine Stabilization,Titanium Alloy,JointMax,Nagpur WH,16 Nov 2024,Partially Delivered,Blue Dart,Reserved,5,15,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,87ffedebfffb07156d679e4eda5504b0
INV/1063,VCH1063,Receipt,2024-11-14,2025-01-13,2024-25,Adjusted,RTGS,60,88452.0,88452.0,44226.0,24BBBCD2345G1Z2,GST,Maharashtra,9477.0,0.03,INR,Ortho Care Centre,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Pune,West,A. Verma,Ortho Distributors,CENTRAL 1,Bone Drill Set,Surgical Instrument,Instrument,B7266-B,L33462,UDI-746944-C,SN300261,Sterile,45975,16-08-2024,12 PCS,PCS,6750.00,7425.00,Surgical Prep,Steel,OrthoFlex,Nagpur WH,2024/11/17,Partially Delivered,TCS,In Stock,20,0,No,Approved by store; udi matched,Text numeric field,0f3a92b8322fc5c2008751fb8afc351b
INV/1064,VCH1064,Sales,2025-12-19,2026-01-03,2025-26,Pending,UPI,45,10584.0,10584.0,10584.0,27AAACT1234F1Z5,GST,Karnataka,1134.0,0,INR,apex hospital,Multi-Specialty Hospital,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Thane,West-1,Rahul Mehta,Ortho Distributors,S-1,Locking Plate,Orthopedic Implant,Plate,B2007-A,L35289,UDI-536604-C,SN802169,Non-Sterile,09 Dec 2027,19-11-2025,5,Box,1890.00,2268.00,Open Reduction,Titanium,OrthoFlex,Pune Main,46012,Hold,DTDC,In Stock,20,8,Pending,Part payment received; balance pending,Alias master matched,12ea41817102b2930dacfcaa3e64c8da
INV/1064,VCH1064,Sales,2025-12-19,2026-02-17,2025-26,Paid,Bank Transfer,30,58968.0,58968.0,44226.0,27AAACT1234F1Z5,IGST,Karnataka,6318.0,2.5 %,INR,apex hospital ltd.,Multi-Specialty Hospital,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Mumbai,West-1,Rahul Mehta,Trauma Supplies,W1,Spinal Rod,Spinal Implant,Rod,B6818-C,L57659,UDI-377395-A,SN613682,Sterile,09 Dec 2027,45950,12,Pieces,"4,500.00","4,950.00",Spine Stabilization,Titanium Alloy,BoneLock,Pune WH,21-12-2025,Partially Delivered,Blue Dart,Reorder,5,3,Pending,Exported from Tally	with master alias,Alias master matched,9ceca57f34db33487ca9a88f135b8a64
INV/1064,VCH1064,Purchase,2025-12-19,2026-01-18,2025-26,Adjusted,Cheque,15,8255.52,8255.52,6191.64,27AAACT1234F1Z5,CGST+SGST,Karnataka,884.52,2.5,₹,Trauma One Pvt Ltd,Trauma Center,DR P NAIR,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Nagpur,South,Rahul Mehta,Trauma Supplies,South-1,Spinal Rod,Spinal Implant,Rod,B5918-A,L40710,UDI-605998-C,SN520639,Non-Sterile,19 Dec 2026,2025/10/20,4,Box,1890,2268.00,Spine Stabilization,Titanium Alloy,OSM,Pune WH,22 Dec 2025,Partially Delivered,DTDC,Reserved,25,0,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Mixed date style,7bae5d82d60e86c4257eb11d3db9d88a
INV/1065,VCH1065,Payment,2024-12-07,2025-02-05,2024-25,Adjusted,NEFT,60,27300.0,27300.0,13650.0,27AAACT1234F1Z5,CGST+SGST,Karnataka,2925.0,2.5%,INR,CITY MEDISURG PVT. LTD.,Multi-Specialty Hospital,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Surat,West-1,Amit Verma,ORTHO DISTRIBUTORS,CENTRAL 1,Spinal Rod,Spinal Implant,Rod,B7956-C,L61622,UDI-519308-B,SN396951,Non-Sterile,26-05-2027,45573,1,Box,"25,000.00","27,500.00",Spine Stabilization,Titanium Alloy,OSM,Mumbai WH,10 Dec 2024,Delivered,TCS,Reorder,10,8,No,Freight included; round-off applied,Text numeric field,68390de0cf90f2564d2015afccd24bde
INV/1065,VCH1065,Sales Return,2024-12-07,2024-12-22,2024-25,Partially Paid,Cheque,15,10593.45,10593.45,10593.45,29CCCDD3456H1Z3,CGST+SGST,Karnataka,1615.95,0.05,₹,city medisurg pvt. ltd.,Multi-Specialty Hospital,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Surat,South,Rahul Mehta,Trauma Supplies LLP,West-1,Locking Plate,Orthopedic Implant,Plate,B2899-C,L69017,UDI-417670-B,SN371213,Sterile,46173,2024/11/07,5,Box,"₹1,890.00","₹2,079.00",Open Reduction,Titanium,TraumaFix,Ahmedabad WH,2024/12/10,In Transit,Delhivery,In Stock,20,8,No,Exported from Tally	with master alias,Alias master matched,4befa0b31a3a5627a7d8d43cf9471ddf
INV/1065,VCH1065,Sales,2024-12-07,2024-12-22,2024-25,Pending,cash,15,4725.0,4725.0,2362.5,24BBBCD2345G1Z2,IGST,Karnataka,225.0,10 %,INR,apex hospital,Multi-Specialty Hospital,DR P NAIR,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Mumbai,South,S. Joshi,Trauma Supplies LLP,South-1,Spinal Rod,Spinal Implant,Rod,B9577-C,L70085,UDI-965674-C,SN960341,Sterile,31-05-2026,45573,4,PCS,1250,"1,375.00",Spine Stabilization,Titanium Alloy,OSM,Nagpur WH,2024/12/10,In Transit,DTDC,Reserved,10,5,No,"Credit note adjustment for return batch
Export note retained as multiline remark",Name variation retained,79fdda11ab4f4beccbe5fc87c1138d94
INV/1066,VCH1066,Sales Return,2025-08-27,2025-09-26,2025-26,Paid,Bank Transfer,45,67331.25,67331.25,0.0,29CCCDD3456H1Z3,GST,Maharashtra,3206.25,0.05,₹,city medisurg,Multi-Specialty Hospital,Dr. P. Nair,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Surat,West-1,Rahul Mehta,ORTHO DISTRIBUTORS,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B8547-C,L65150,UDI-741084-B,SN863535,Sterile,2027/02/18,45776,10 PCS,Box,6750.00,"8,100.00",Fracture Fixation,Stainless Steel,TraumaFix,Mumbai WH,27 Aug 2025,Partially Delivered,Delhivery,Low Stock,25,8,No,Exported from Tally	with master alias,Text numeric field,cfea272ef3e3e49d4f43e2bfce161265
